Unnamed: 0,0,10,50,100,200,500,1000
0.0034,1,0.82,0.72,0.7,0.7,0.88,0.7
0.0035,0.7,0.9,0.88,0.76,0.7,0.82,0.7
0.0036,0.7,0.78,0.74,0.88,0.82,0.7,0.7
0.0037,0.7,0.7,0.7,0.74,0.7,0.74,0.88
0.0038,0.9,0.7,0.72,0.72,0.82,0.96,0.7
0.0039,0.92,0.7,0.9,0.7,0.7,0.9,0.7
0.004,0.7,0.7,0.7,0.7,0.82,0.7,0.9
0.0041,0.86,0.7,0.7,0.7,0.7,0.7,0.9
0.0042,0.7,0.7,0.7,0.7,0.7,1,0.7
0.0043,0.7,0.88,0.72,0.9,0.7,0.88,0.82
0.0044,0.7,0.82,0.7,0.82,0.88,0.7,0.7
0.0045,0.7,0.72,1,0.7,0.7,0.7,0.7
0.0046,0.9,1,0.7,0.74,0.7,0.7,1
0.0047,0.7,0.7,0.7,0.9,0.88,0.7,0.9
0.0048,0.82,0.82,0.7,0.7,0.7,0.88,0.7
0.0049,0.82,0.74,0.88,0.7,0.7,0.7,0.7
0.005,0.7,0.84,0.7,0.7,0.7,0.72,0.7
0.0051,0.7,0.7,0.98,0.7,0.7,0.82,0.78
0.0052,0.9,0.7,0.78,0.7,0.9,0.7,0.7
0.0053,0.7,0.7,0.7,0.82,0.7,1,0.88
0.0054,1,0.72,0.7,0.7,0.96,0.7,0.7
0.0055,0.7,1,0.7,0.7,1,0.7,0.74
0.0056,0.7,0.7,0.7,0.7,1,0.7,0.88
0.0057,0.7,0.74,0.7,0.82,0.72,0.7,0.98
0.0058,0.72,0.7,0.7,0.7,0.88,0.7,0.7
0.0059,0.7,0.98,0.7,1,0.7,0.72,0.96
0.006,0.88,0.88,0.9,0.7,0.7,0.72,0.7
0.0061,0.7,0.72,0.7,0.7,0.7,0.7,0.7
0.0062,0.9,1,1,0.9,0.96,0.88,0.7
0.0063,0.88,0.7,0.9,0.86,0.7,0.7,0.7
0.0064,0.92,0.7,0.7,1,0.7,0.7,0.7
0.0065,0.7,0.72,0.7,0.7,0.7,0.72,0.7
0.0066,1,0.7,0.72,0.7,0.78,0.7,0.7
0.0067,0.88,0.7,0.7,0.7,0.7,0.72,0.7
0.0068,0.96,0.96,0.7,0.96,0.7,0.7,1
0.0069,0.7,0.9,0.7,0.7,0.7,0.7,0.7
0.007,0.82,0.9,0.72,0.7,0.7,0.7,0.96
0.0071,0.7,0.7,0.7,0.7,0.98,0.98,0.72
0.0072,0.7,0.88,0.88,0.7,0.7,0.7,0.7
0.0073,0.7,0.9,0.7,0.7,0.7,0.7,0.9
0.0074,1,0.7,0.7,0.7,0.7,0.7,0.7
0.0075,0.7,0.74,0.9,0.7,0.7,0.7,0.7
0.0076,0.7,0.7,0.82,0.7,0.96,0.98,0.7
0.0077,1,1,0.96,0.7,0.98,0.9,0.72
0.0078,0.7,0.7,0.7,0.7,0.92,0.7,0.7
0.0079,0.7,0.94,0.7,0.7,0.7,0.72,1
0.008,0.7,0.7,0.7,0.7,0.7,1,0.7
0.0081,0.7,1,0.86,0.7,0.92,0.88,0.7
0.0082,0.7,0.7,0.72,0.7,0.88,0.7,0.7
0.0083,0.7,0.7,0.72,0.7,0.7,0.7,0.7
0.0084,0.7,0.7,0.7,0.7,0.7,0.72,0.7
0.0085,0.7,1,0.88,0.7,0.7,0.72,0.82
0.0086,0.8,0.7,0.72,0.7,0.7,0.72,0.7
0.0087,0.98,0.7,0.72,0.9,0.7,0.98,0.7
0.0088,0.78,0.72,0.82,0.7,0.7,0.72,0.7
0.0089,0.7,0.7,0.7,0.7,0.7,0.7,0.7
0.009,0.7,0.7,1,0.82,0.98,0.7,1
0.0091,0.82,0.84,0.7,0.72,0.7,0.98,0.7
0.0092,0.7,0.7,0.7,1,0.7,0.7,0.88
0.0093,1,0.7,0.7,0.8,0.7,0.7,0.72
0.0094,0.7,0.7,0.7,0.7,0.7,0.7,0.7
0.0095,0.7,0.7,0.7,0.96,0.98,0.7,0.96
0.0096,0.82,0.7,0.82,0.7,0.7,0.7,0.7
0.0097,0.7,0.7,0.7,0.7,0.7,0.7,0.82
0.0098,0.7,0.82,0.7,0.88,0.7,0.7,0.7
0.0099,0.7,0.7,0.7,0.7,0.96,0.96,0.7
0.01,0.72,0.7,0.7,0.82,0.7,0.7,0.7
0.0101,0.7,0.7,0.7,0.7,0.9,0.72,0.7
0.0102,0.66,0.82,0.7,0.64,0.7,0.82,0.7
0.0103,0.86,0.7,0.7,0.8,0.82,0.7,0.88
0.0104,0.7,0.7,0.7,0.7,0.9,0.7,0.7
0.0105,0.72,0.7,0.7,0.9,0.9,0.7,0.7
0.0106,0.7,0.78,0.7,0.68,0.7,0.88,0.78
0.0107,0.8,0.9,0.72,0.7,0.96,0.98,0.82
0.0108,0.7,0.78,0.7,0.7,0.7,0.7,0.7
0.0109,0.7,0.82,0.7,0.7,0.88,0.82,0.7
0.011,0.7,0.64,0.7,0.7,0.7,0.7,0.7
0.0111,0.7,0.7,0.7,0.7,0.78,0.74,0.7
0.0112,0.82,0.88,0.9,0.7,0.82,0.7,0.96
0.0113,0.7,0.7,0.84,0.7,0.82,0.7,0.7
0.0114,0.68,0.7,0.68,0.74,0.7,0.78,0.7
0.0115,0.68,0.58,0.68,0.7,0.82,0.68,0.7
0.0116,0.7,0.7,0.7,0.7,0.7,0.7,0.7
0.0117,0.7,0.8,0.82,0.68,0.68,0.7,0.7
0.0118,0.76,0.7,0.7,0.68,0.7,0.7,0.74
0.0119,0.68,0.68,0.76,0.7,0.7,0.68,0.82
0.012,0.78,0.74,0.7,0.78,0.7,0.7,0.68
0.0121,0.68,0.5,0.7,0.8,0.7,0.5,0.68
0.0122,0.68,0.7,0.7,0.8,0.82,0.68,0.7
0.0123,0.68,0.68,0.7,0.66,0.8,0.7,0.7
0.0124,0.7,0.7,0.84,0.7,0.72,0.7,0.7
0.0125,0.38,0.54,0.8,0.48,0.7,0.68,0.7
0.0126,0.7,0.7,0.74,0.7,0.84,0.82,0.72
0.0127,0.82,0.7,0.72,0.68,0.68,0.7,0.68
0.0128,0.8,0.76,0.68,0.78,0.7,0.82,0.52
0.0129,0.68,0.68,0.68,0.68,0.7,0.68,0.7
0.013,0.68,0.7,0.5,0.7,0.68,0.68,0.68
0.0131,0.7,0.68,0.68,0.7,0.66,0.38,0.7
0.0132,0.66,0.84,0.68,0.38,0.7,0.7,0.68
0.0133,0.8,0.68,0.48,0.82,0.66,0.68,0.48
0.0134,0.7,0.7,0.5,0.68,0.68,0.7,0.36
0.0135,0.64,0.68,0.78,0.7,0.74,0.7,0.7
0.0136,0.48,0.68,0.7,0.68,0.74,0.68,0.74
0.0137,0.7,0.5,0.68,0.74,0.64,0.68,0.74
0.0138,0.64,0.84,0.78,0.66,0.78,0.74,0.68
0.0139,0.68,0.7,0.7,0.68,0.64,0.7,0.5
0.014,0.84,0.8,0.38,0.68,0.84,0.68,0.82
0.0141,0.68,0.7,0.68,0.7,0.54,0.64,0.68
0.0142,0.78,0.68,0.7,0.64,0.64,0.68,0.42
0.0143,0.68,0.68,0.7,0.68,0.68,0.64,0.68
0.0144,0.7,0.66,0.7,0.74,0.7,0.7,0.82
0.0145,0.54,0.48,0.7,0.7,0.82,0.62,0.62
0.0146,0.48,0.68,0.82,0.7,0.64,0.68,0.62
0.0147,0.68,0.7,0.7,0.74,0.64,0.68,0.68
0.0148,0.74,0.7,0.78,0.54,0.64,0.68,0.78
0.0149,0.62,0.68,0.66,0.64,0.64,0.48,0.68
0.015,0.66,0.7,0.68,0.68,0.78,0.68,0.62
0.0151,0.78,0.68,0.68,0.64,0.68,0.44,0.78
0.0152,0.68,0.68,0.68,0.68,0.64,0.68,0.68
0.0153,0.68,0.72,0.52,0.68,0.78,0.64,0.66
0.0154,0.44,0.68,0.7,0.66,0.64,0.68,0.68
0.0155,0.66,0.7,0.7,0.82,0.74,0.68,0.64
0.0156,0.68,0.7,0.48,0.7,0.68,0.68,0.68
0.0157,0.7,0.74,0.7,0.7,0.68,0.7,0.68
0.0158,0.74,0.7,0.7,0.68,0.38,0.74,0.68
0.0159,0.68,0.68,0.68,0.7,0.68,0.68,0.5
0.016,0.7,0.66,0.78,0.68,0.68,0.68,0.68
0.0161,0.48,0.7,0.7,0.72,0.7,0.48,0.8
0.0162,0.68,0.74,0.7,0.68,0.8,0.68,0.68
0.0163,0.68,0.82,0.84,0.68,0.7,0.68,0.68
0.0164,0.64,0.68,0.7,0.8,0.7,0.72,0.88
0.0165,0.52,0.7,0.66,0.68,0.68,0.7,0.7
0.0166,0.7,0.7,0.68,0.68,0.42,0.7,0.7
0.0167,0.84,0.68,0.8,0.78,0.7,0.72,0.76
0.0168,0.82,0.54,0.7,0.7,0.68,0.82,0.68
0.0169,0.7,0.8,0.82,0.76,0.7,0.72,0.7
0.017,0.68,0.7,0.66,0.7,0.48,0.7,0.7
0.0171,0.32,0.74,0.84,0.82,0.68,0.7,0.7
0.0172,0.7,0.7,0.68,0.7,0.7,0.8,0.68
0.0173,0.7,0.7,0.86,0.68,0.7,0.74,0.8
0.0174,0.7,0.68,0.82,0.74,0.68,0.68,0.74
0.0175,0.68,0.7,0.7,0.78,0.66,0.46,0.68
0.0176,0.68,0.68,0.7,0.68,0.68,0.7,0.84
0.0177,0.68,0.8,0.7,0.68,0.82,0.68,0.68
0.0178,0.66,0.7,0.74,0.7,0.7,0.68,0.58
0.0179,0.5,0.48,0.76,0.74,0.48,0.68,0.66
0.018,0.78,0.7,0.68,0.66,0.66,0.68,0.64
0.0181,0.68,0.58,0.68,0.68,0.64,0.68,0.78
0.0182,0.68,0.68,0.68,0.42,0.68,0.64,0.68
0.0183,0.62,0.68,0.7,0.68,0.7,0.74,0.7
0.0184,0.48,0.7,0.66,0.64,0.62,0.78,0.62
0.0185,0.68,0.68,0.7,0.72,0.7,0.78,0.62
0.0186,0.76,0.7,0.7,0.54,0.68,0.68,0.62
0.0187,0.86,0.68,0.7,0.72,0.68,0.7,0.58
0.0188,0.7,0.68,0.7,0.68,0.7,0.7,0.74
0.0189,0.78,0.68,0.7,0.5,0.78,0.68,0.7
0.019,0.68,0.68,0.82,0.68,0.68,0.58,0.7
0.0191,0.68,0.7,0.68,0.7,0.7,0.86,0.78
0.0192,0.86,0.68,0.8,0.68,0.68,0.82,0.84
0.0193,0.8,0.68,0.68,0.7,0.74,0.7,0.7
0.0194,0.7,0.68,0.68,0.5,0.68,0.68,0.4
0.0195,0.68,0.68,0.68,0.48,0.7,0.82,0.7
0.0196,0.6,0.7,0.7,0.64,0.58,0.82,0.58
0.0197,0.44,0.7,0.7,0.6,0.6,0.78,0.72
0.0198,0.4,0.7,0.68,0.7,0.82,0.6,0.6
0.0199,0.6,0.68,0.8,0.68,0.6,0.6,0.68
0.02,0.82,0.8,0.7,0.7,0.62,0.58,0.68
0.0201,0.68,0.7,0.72,0.74,0.68,0.62,0.68
0.0202,0.54,0.74,0.82,0.5,0.68,0.6,0.78
0.0203,0.58,0.6,0.7,0.74,0.6,0.6,0.68
0.0204,0.74,0.66,0.82,0.6,0.6,0.38,0.6
0.0205,0.68,0.68,0.7,0.68,0.6,0.68,0.78
0.0206,0.68,0.68,0.62,0.7,0.7,0.72,0.7
0.0207,0.68,0.66,0.72,0.7,0.68,0.38,0.6
0.0208,0.6,0.78,0.78,0.68,0.78,0.68,0.6
0.0209,0.68,0.84,0.72,0.6,0.7,0.68,0.42
0.021,0.68,0.68,0.78,0.78,0.6,0.6,0.68
0.0211,0.68,0.82,0.48,0.68,0.6,0.68,0.8
0.0212,0.68,0.5,0.48,0.5,0.68,0.74,0.74
0.0213,0.68,0.6,0.8,0.8,0.68,0.82,0.82
0.0214,0.68,0.6,0.7,0.86,0.7,0.74,0.6
0.0215,0.68,0.74,0.86,0.82,0.7,0.7,0.7
0.0216,0.68,0.78,0.7,0.7,0.7,0.68,0.8
0.0217,0.68,0.7,0.58,0.74,0.7,0.48,0.7
0.0218,0.68,0.7,0.3,0.66,0.6,0.48,0.68
0.0219,0.68,0.68,0.6,0.68,0.68,0.68,0.68
0.022,0.56,0.7,0.78,0.8,0.56,0.68,0.56
0.0221,0.54,0.7,0.68,0.32,0.78,0.68,0.54
0.0222,0.54,0.68,0.56,0.38,0.6,0.68,0.6
0.0223,0.68,0.7,0.68,0.6,0.38,0.78,0.64
0.0224,0.72,0.7,0.66,0.68,0.7,0.56,0.74
0.0225,0.76,0.7,0.68,0.38,0.6,0.68,0.68
0.0226,0.78,0.7,0.5,0.54,0.68,0.68,0.5
0.0227,0.48,0.7,0.7,0.62,0.58,0.92,0.58
0.0228,0.6,0.68,0.68,0.68,0.6,0.64,0.68
0.0229,0.72,0.7,0.82,0.68,0.66,0.6,0.46
0.023,0.72,0.7,0.5,0.7,0.66,0.7,0.76
0.0231,0.68,0.48,0.7,0.6,0.68,0.66,0.7
0.0232,0.68,0.84,0.68,0.68,0.62,0.68,0.68
0.0233,0.6,0.7,0.7,0.86,0.6,0.74,0.72
0.0234,0.68,0.68,0.88,0.7,0.7,0.68,0.8
0.0235,0.68,0.88,0.76,0.7,0.7,0.7,0.68
0.0236,0.48,0.78,0.7,0.68,0.68,0.74,0.7
0.0237,0.38,0.68,0.74,0.68,0.7,0.42,0.84
0.0238,0.7,0.68,0.68,0.6,0.6,0.62,0.68
0.0239,0.68,0.74,0.44,0.52,0.6,0.48,0.6
0.024,0.68,0.7,0.7,0.82,0.68,0.5,0.7
0.0241,0.7,0.78,0.6,0.68,0.82,0.7,0.7
0.0242,0.84,0.72,0.68,0.82,0.44,0.62,0.78
0.0243,0.6,0.38,0.6,0.68,0.7,0.68,0.7
0.0244,0.6,0.68,0.48,0.68,0.7,0.66,0.74
0.0245,0.46,0.66,0.7,0.7,0.6,0.68,0.56
0.0246,0.6,0.72,0.68,0.38,0.6,0.68,0.7
0.0247,0.68,0.64,0.62,0.6,0.64,0.48,0.82
0.0248,0.54,0.6,0.34,0.68,0.54,0.34,0.38
0.0249,0.34,0.72,0.6,0.6,0.32,0.68,0.64
0.025,0.68,0.6,0.68,0.68,0.54,0.68,0.64
0.0251,0.68,0.6,0.4,0.6,0.6,0.54,0.6
0.0252,0.54,0.64,0.82,0.68,0.58,0.54,0.54
0.0253,0.64,0.6,0.66,0.64,0.54,0.54,0.54
0.0254,0.68,0.6,0.44,0.46,0.48,0.6,0.68
0.0255,0.38,0.7,0.76,0.62,0.68,0.6,0.68
0.0256,0.42,0.62,0.78,0.66,0.68,0.68,0.54
0.0257,0.6,0.38,0.66,0.68,0.68,0.6,0.3
0.0258,0.68,0.58,0.4,0.6,0.54,0.68,0.68
0.0259,0.62,0.6,0.6,0.6,0.68,0.68,0.72
0.026,0.6,0.68,0.38,0.68,0.54,0.62,0.36
0.0261,0.54,0.68,0.62,0.4,0.32,0.68,0.54
0.0262,0.38,0.58,0.6,0.6,0.6,0.54,0.36
0.0263,0.72,0.7,0.54,0.62,0.56,0.6,0.6
0.0264,0.3,0.68,0.6,0.56,0.56,0.32,0.54
0.0265,0.54,0.66,0.54,0.58,0.3,0.6,0.68
0.0266,0.54,0.62,0.64,0.56,0.54,0.4,0.66
0.0267,0.62,0.6,0.54,0.68,0.58,0.68,0.68
0.0268,0.76,0.74,0.7,0.78,0.68,0.44,0.54
0.0269,0.32,0.58,0.68,0.38,0.64,0.6,0.68
0.027,0.3,0.58,0.62,0.38,0.68,0.78,0.6
0.0271,0.68,0.58,0.78,0.68,0.44,0.6,0.68
0.0272,0.6,0.74,0.62,0.6,0.32,0.54,0.3
0.0273,0.54,0.68,0.76,0.64,0.68,0.64,0.68
0.0274,0.6,0.3,0.64,0.4,0.68,0.36,0.6
0.0275,0.78,0.68,0.6,0.6,0.8,0.44,0.68
0.0276,0.6,0.64,0.54,0.34,0.36,0.54,0.64
0.0277,0.6,0.68,0.62,0.54,0.68,0.54,0.54
0.0278,0.3,0.68,0.56,0.54,0.6,0.32,0.4
0.0279,0.66,0.68,0.6,0.68,0.68,0.6,0.44
0.028,0.6,0.64,0.66,0.54,0.74,0.58,0.62
0.0281,0.7,0.78,0.68,0.64,0.58,0.6,0.68
0.0282,0.64,0.74,0.6,0.76,0.76,0.6,0.44
0.0283,0.6,0.68,0.38,0.76,0.68,0.6,0.54
0.0284,0.66,0.68,0.38,0.58,0.54,0.6,0.68
0.0285,0.56,0.76,0.68,0.6,0.6,0.54,0.56
0.0286,0.52,0.74,0.54,0.6,0.8,0.54,0.56
0.0287,0.6,0.68,0.78,0.54,0.54,0.6,0.56
0.0288,0.52,0.72,0.66,0.6,0.42,0.78,0.52
0.0289,0.58,0.66,0.58,0.64,0.7,0.46,0.52
0.029,0.52,0.58,0.54,0.7,0.6,0.68,0.42
0.0291,0.62,0.32,0.38,0.3,0.7,0.52,0.6
0.0292,0.62,0.68,0.62,0.6,0.64,0.52,0.52
0.0293,0.68,0.58,0.54,0.82,0.68,0.58,0.6
0.0294,0.66,0.58,0.4,0.68,0.34,0.52,0.36
0.0295,0.36,0.68,0.6,0.6,0.66,0.3,0.64
0.0296,0.68,0.58,0.58,0.54,0.6,0.6,0.6
0.0297,0.6,0.46,0.54,0.68,0.68,0.6,0.52
0.0298,0.68,0.6,0.68,0.68,0.36,0.6,0.52
0.0299,0.6,0.74,0.54,0.54,0.62,0.6,0.72
0.03,0.6,0.58,0.6,0.62,0.6,0.32,0.52
